PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,gp
392,1,3,male,21,0,0,,7.7958,0,S,Mr,1.77448701151
393,0,3,male,28,2,0,,7.925,0,S,Mr,2.8099930632
394,1,1,female,23,1,0,,113.275,D,C,Miss,-2.94457626974
395,1,3,female,24,0,2,PP,16.7,G,S,Mrs,-3.05589775221
396,0,3,male,22,0,0,,7.7958,0,S,Mr,1.21097339244
397,0,3,female,31,0,0,,7.8542,0,S,Miss,0.943230682324
398,0,2,male,46,0,0,,26,0,S,Mr,3.34352489791
399,0,2,male,23,0,0,,10.5,0,S,Mr,0.946326553957
400,1,2,female,28,0,0,,12.65,0,S,Mrs,-2.05913534669
401,1,3,male,39,0,0,STON/O .,7.925,0,S,Mr,0.253208169658
402,0,3,male,26,0,0,,8.05,0,S,Mr,1.99257816138
403,0,3,female,21,1,0,,9.825,0,S,Miss,1.53952876878
404,0,3,male,28,1,0,STON/O.,15.85,0,S,Mr,2.25073007732
405,0,3,female,20,0,0,,8.6625,0,S,Miss,2.01095056654
406,0,2,male,34,1,0,,21,0,S,Mr,3.59015222261
407,0,3,male,51,0,0,,7.75,0,S,Mr,2.27194346651
408,1,2,male,3,1,1,,18.75,0,S,Master,-2.54318570865
409,0,3,male,21,0,0,,7.775,0,S,Mr,3.37122804542
410,0,3,female,,3,1,,25.4667,0,S,Miss,7.63462217129
411,0,3,male,,0,0,,7.8958,0,S,Mr,3.58576404563
412,0,3,male,,0,0,,6.8583,0,Q,Mr,1.63913192902
413,1,1,female,33,1,0,,90,C,Q,Miss,-2.90152130708
414,0,2,male,,0,0,,0,0,S,Mr,4.93001919653
415,1,3,male,44,0,0,STON/O .,7.925,0,S,Mr,-0.653943682416
416,0,3,female,,0,0,,8.05,0,S,Mrs,0.0499232442595
417,1,2,female,34,1,1,,32.5,0,S,Mrs,-4.18721864833
418,1,2,female,18,0,2,,13,0,S,Miss,-3.35497417646
419,0,2,male,30,0,0,,13,0,S,Mr,4.38976271692
420,0,3,female,10,0,2,,24.15,0,S,Miss,1.22021763555
421,0,3,male,,0,0,,7.8958,0,C,Mr,3.12094797461
422,0,3,male,21,0,0,A/.,7.7333,0,Q,Mr,3.24353194351
423,0,3,male,29,0,0,,7.875,0,S,Mr,4.74621772275
424,0,3,female,28,1,1,,14.4,0,S,Mrs,1.38123203627
425,0,3,male,18,1,1,,20.2125,0,S,Mr,4.66292358673
426,0,3,male,,0,0,A/.,7.25,0,S,Mr,3.42089078364
427,1,2,female,28,1,0,,26,0,S,Mrs,-3.5805908192
428,1,2,female,19,0,0,,26,0,S,Miss,-3.20991528459
429,0,3,male,,0,0,,7.75,0,Q,Mr,2.83899092114
430,1,3,male,32,0,0,SOTON/O.Q.,8.05,E,S,Mr,-2.19394604296
431,1,1,male,28,0,0,,26.55,C,S,Mr,0.0408456193161
432,1,3,female,,1,0,,16.1,0,S,Mrs,-1.36046340404
433,1,2,female,42,1,0,SC/AH,26,0,S,Mrs,-0.902880909221
434,0,3,male,17,0,0,STON/O .,7.125,0,S,Mr,4.15908076515
435,0,1,male,50,1,0,,55.9,E,S,Mr,2.78189104332
436,1,1,female,14,1,2,,120,B,S,Miss,-8.4615624866
437,0,3,female,21,2,2,W./C.,34.375,0,S,Miss,4.32796481512
438,1,2,female,24,2,3,,18.75,0,S,Mrs,-3.101142282
439,0,1,male,64,1,4,,263,C,S,Mr,12.44351082
440,0,2,male,31,0,0,C.A.,10.5,0,S,Mr,0.418698705075
441,1,2,female,45,1,1,F.C.C.,26.25,0,S,Mrs,-2.45729581784
442,0,3,male,20,0,0,,9.5,0,S,Mr,2.60181727569
443,0,3,male,25,1,0,,7.775,0,S,Mr,2.59592124879
444,1,2,female,28,0,0,,13,0,S,Miss,-2.08291092859
445,1,3,male,,0,0,,8.1125,0,S,Mr,2.48072269463
446,1,1,male,4,0,2,,81.8583,A,S,Master,-5.80976933939
447,1,2,female,13,0,1,,19.5,0,S,Miss,-4.65228871853
448,1,1,male,34,0,0,,26.55,0,S,Mr,2.28442985551
449,1,3,female,5,2,1,,19.2583,0,C,Miss,-4.79892614972
450,1,1,male,52,0,0,,30.5,C,S,Mr,0.09793691216
451,0,2,male,36,1,2,C.A.,27.75,0,S,Mr,3.57317874454
452,0,3,male,,1,0,,19.9667,0,S,Mr,2.52801948809
453,0,1,male,30,0,0,,27.75,C,C,Mr,2.28909429353
454,1,1,male,49,1,0,,89.1042,C,C,Mr,-0.337872251556
455,0,3,male,,0,0,A/,8.05,0,S,Mr,3.07200296389
456,1,3,male,29,0,0,,7.8958,0,C,Mr,1.39257596216
457,0,1,male,65,0,0,,26.55,E,S,Mr,2.61495934456
458,1,1,female,,1,0,,51.8625,D,S,Mrs,-4.191410761
459,1,2,female,50,0,0,F.C.C.,10.5,0,S,Miss,-2.92484180218
460,0,3,male,,0,0,,7.75,0,Q,Mr,2.83899092114
461,1,1,male,48,0,0,,26.55,E,S,Mr,0.611649937877
462,0,3,male,34,0,0,,8.05,0,S,Mr,3.54340329151
463,0,1,male,47,0,0,,38.5,E,S,Mr,2.4987334746
464,0,2,male,48,0,0,,13,0,S,Mr,3.88766985696
465,0,3,male,,0,0,A/S,8.05,0,S,Mr,3.07200296389
466,0,3,male,38,0,0,SOTON/O.Q.,7.05,0,S,Mr,3.53387528053
467,0,2,male,,0,0,,0,0,S,Mr,4.93001919653
468,0,1,male,56,0,0,,26.55,0,S,Mr,1.87195404181
469,0,3,male,,0,0,,7.725,0,Q,Mr,2.45558136264
470,1,3,female,0.75,2,1,,19.2583,0,C,Miss,-6.06397759861
471,0,3,male,,0,0,,7.25,0,S,Mr,3.42089078364
472,0,3,male,38,0,0,,8.6625,0,S,Mr,3.76299540025
473,1,2,female,33,1,2,C.A.,27.75,0,S,Mrs,-3.8110887794
474,1,2,female,23,0,0,SC/AH Basle,13.7917,D,C,Mrs,-6.39593419955
475,0,3,female,22,0,0,,9.8375,0,S,Miss,0.345449293997
476,0,1,male,,0,0,,52,A,S,Mr,0.587062396995
477,0,2,male,34,1,0,,21,0,S,Mr,3.59015222261
478,0,3,male,29,1,0,,7.0458,0,S,Mr,4.16274057085
479,0,3,male,22,0,0,,7.5208,0,S,Mr,1.84486064435
480,1,3,female,2,0,1,,12.2875,0,S,Miss,-1.66832973822
481,0,3,male,9,5,2,CA,46.9,0,S,Master,6.36193516071
482,0,2,male,,0,0,,0,0,S,Mr,4.93001919653
483,0,3,male,50,0,0,A/,8.05,0,S,Mr,2.3418185723
484,1,3,female,63,0,0,,9.5875,0,S,Mrs,1.13577876028
485,1,1,male,25,1,0,,91.0792,B,C,Mr,-1.41047151049
486,0,3,female,,3,1,,25.4667,0,S,Miss,7.63462217129
487,1,1,female,35,1,0,,90,C,S,Mrs,-5.90783393317
488,0,1,male,58,0,0,,29.7,B,C,Mr,1.64802410448
489,0,3,male,30,0,0,A..,8.05,0,S,Mr,5.52689250614
490,1,3,male,9,1,1,C.A.,15.9,0,S,Master,-0.251482839109
491,0,3,male,,1,0,,19.9667,0,S,Mr,2.52801948809
492,0,3,male,21,0,0,SOTON/OQ,7.25,0,S,Mr,2.56485304732
493,0,1,male,55,0,0,,30.5,C,S,Mr,0.613495548855
494,0,1,male,71,0,0,PC,49.5042,0,C,Mr,1.05744755096
495,0,3,male,21,0,0,A/,8.05,0,S,Mr,3.60223935119
496,0,3,male,,0,0,,14.4583,0,C,Mr,4.42622344597
497,1,1,female,54,1,0,,78.2667,D,C,Miss,-5.31061376967
498,0,3,male,,0,0,C.A.,15.1,0,S,Mr,4.01614628682
499,0,1,female,25,1,2,,151.55,C,S,Mrs,2.96113134185
500,0,3,male,24,0,0,,7.7958,0,S,Mr,1.99036109906
501,0,3,male,17,0,0,,8.6625,0,S,Mr,5.04582076992
502,0,3,female,21,0,0,,7.75,0,Q,Miss,0.147794244275
503,0,3,female,,0,0,,7.6292,0,Q,Miss,0.247183653765
504,0,3,female,37,0,0,,9.5875,0,S,Miss,0.812659999798
505,1,1,female,16,0,0,,86.5,B,S,Miss,-4.79797823653
506,0,1,male,18,1,0,PC,108.9,C,C,Mr,3.22532291584
507,1,2,female,33,0,2,,26,0,S,Mrs,-1.59917257652
508,1,1,male,,0,0,,26.55,0,S,Mr,1.48390558375
509,0,3,male,28,0,0,C,22.525,0,S,Mr,3.16487323869
510,1,3,male,26,0,0,,56.4958,0,S,Mr,-1.99967173459
511,1,3,male,29,0,0,,7.75,0,Q,Mr,1.34228391909
512,0,3,male,,0,0,SOTON/OQ,8.05,0,S,Mr,3.07200296389
513,1,1,male,36,0,0,PC,26.2875,E,S,Mr,-0.0173247112979
514,1,1,female,54,1,0,PC,59.4,0,C,Mrs,-4.01914240873
515,0,3,male,24,0,0,,7.4958,0,S,Mr,3.00872119805
516,0,1,male,47,0,0,,34.0208,D,S,Mr,4.04538450472
517,1,2,female,34,0,0,C.A.,10.5,F,S,Mrs,-2.84036263449
518,0,3,male,,0,0,,24.15,0,Q,Mr,3.39964424879
519,1,2,female,36,1,0,,26,0,S,Mrs,-2.02527500592
520,0,3,male,32,0,0,,7.8958,0,S,Mr,2.57175705339
521,1,1,female,30,0,0,,93.5,B,S,Miss,-4.02461361434
522,0,3,male,22,0,0,,7.8958,0,S,Mr,3.53051165679
523,0,3,male,,0,0,,7.225,0,C,Mr,2.68486645332
524,1,1,female,44,0,1,,57.9792,B,C,Mrs,-5.41245729634
525,0,3,male,,0,0,,7.2292,0,C,Mr,1.79792076346
526,0,3,male,40.5,0,0,,7.75,0,Q,Mr,4.32043895527
527,1,2,female,50,0,0,W./C.,10.5,0,S,Miss,-2.92484180218
528,0,1,male,,0,0,PC,221.7792,C,S,Mr,4.37478616958
529,0,3,male,39,0,0,,7.925,0,S,Mr,0.253208169658
530,0,2,male,23,2,1,,11.5,0,S,Mr,3.51060296182
531,1,2,female,2,1,1,,26,0,S,Miss,-1.15411672763
532,0,3,male,,0,0,,7.2292,0,C,Mr,1.79792076346
533,0,3,male,17,1,1,,7.2292,0,C,Mr,2.80195049384
534,1,3,female,,0,2,,22.3583,0,C,Mrs,-0.983684853387
535,0,3,female,30,0,0,,8.6625,0,S,Miss,1.63788571623
536,1,2,female,7,0,2,F.C.C.,26.25,0,S,Miss,-2.26142048258
537,0,1,male,45,0,0,,26.55,B,S,Mr,3.91653854034
538,1,1,female,30,0,0,PC,106.425,0,C,Miss,-6.10379229286
539,0,3,male,,0,0,,14.5,0,S,Mr,4.99713223156
540,1,1,female,22,0,2,,49.5,B,C,Miss,-3.23532686676
541,1,1,female,36,0,2,WE/P,71,B,S,Miss,-4.55208370424
542,0,3,female,9,4,2,,31.275,0,S,Miss,1.95742590279
543,0,3,female,11,4,2,,31.275,0,S,Miss,3.61164153433
544,1,2,male,32,1,0,,26,0,S,Mr,1.41103313461
545,0,1,male,50,1,0,PC,106.425,C,C,Mr,5.20605241239
546,0,1,male,64,0,0,,26,0,S,Mr,1.75305412747
547,1,2,female,19,1,0,,26,0,S,Mrs,-1.21805519902
548,1,2,male,,0,0,SC/PARIS,13.8625,0,C,Mr,0.109929497302
549,0,3,male,33,1,1,,20.525,0,S,Mr,1.49928886815
550,1,2,male,8,1,1,C.A.,36.75,0,S,Master,1.44011984256
551,1,1,male,17,0,2,,110.8833,C,C,Mr,-3.04094145894
552,0,2,male,27,0,0,,26,0,S,Mr,1.83766542368
553,0,3,male,,0,0,,7.8292,0,Q,Mr,1.91254776314
554,1,3,male,22,0,0,,7.225,0,C,Mr,0.958867822607
555,1,3,female,22,0,0,,7.775,0,S,Miss,-0.422192201421
556,0,1,male,62,0,0,,26.55,0,S,Mr,2.23401542369
557,1,1,female,48,1,0,,39.6,A,C,Mrs,-3.49479227097
558,0,1,male,,0,0,PC,227.525,0,C,Mr,-0.0136173773332
559,1,1,female,39,1,1,,79.65,E,S,Mrs,-5.7595542805
560,1,3,female,36,1,0,,17.4,0,S,Mrs,-3.27446279292
561,0,3,male,,0,0,,7.75,0,Q,Mr,2.83899092114
562,0,3,male,40,0,0,,7.8958,0,S,Mr,3.23958121968
563,0,2,male,28,0,0,,13.5,0,S,Mr,2.45668223413
564,0,3,male,,0,0,SOTON/OQ,8.05,0,S,Mr,3.07200296389
565,0,3,female,,0,0,SOTON/O.Q.,8.05,0,S,Miss,0.0499232442595
566,0,3,male,24,2,0,A/,24.15,0,S,Mr,5.87031101317
567,0,3,male,19,0,0,,7.8958,0,S,Mr,3.83408533526
568,0,3,female,29,0,4,,21.075,0,S,Mrs,5.90238836517
569,0,3,male,,0,0,,7.2292,0,C,Mr,1.79792076346
570,1,3,male,32,0,0,,7.8542,0,S,Mr,2.3517654464
571,1,2,male,62,0,0,S.W./PP,10.5,0,S,Mr,0.905059150466
572,1,1,female,53,2,0,,51.4792,C,S,Mrs,-6.29743276585
573,1,1,male,36,0,0,PC,26.3875,E,S,Mr,0.109564289793
574,1,3,female,,0,0,,7.75,0,Q,Miss,-0.0933823948547
575,0,3,male,16,0,0,A/.,8.05,0,S,Mr,1.4842949067
576,0,3,male,19,0,0,,14.5,0,S,Mr,4.18858498339
577,1,2,female,34,0,0,,13,0,S,Miss,-2.70103024652
578,1,1,female,39,1,0,,55.9,E,S,Mrs,-4.99955952756
579,0,3,female,,1,0,,14.4583,0,C,Mrs,1.6645731205
580,1,3,male,32,0,0,STON/O .,7.925,0,S,Mr,-0.212851659054
581,1,2,female,25,1,1,,30,0,S,Miss,-3.75174000004
582,1,1,female,39,1,1,,110.8833,C,C,Mrs,-5.32426439237
583,0,2,male,54,0,0,,26,0,S,Mr,3.01721576753
584,0,1,male,36,0,0,,40.125,A,C,Mr,2.29334270072
585,0,3,male,,0,0,,8.7125,0,C,Mr,3.28893481259
586,1,1,female,18,0,2,,79.65,E,S,Miss,-6.94561947973
587,0,2,male,47,0,0,,15,0,S,Mr,4.31690782647
588,1,1,male,60,1,1,,79.2,B,C,Mr,-2.79839926009
589,0,3,male,22,0,0,,8.05,0,S,Mr,3.32195878975
590,0,3,male,,0,0,A./.,8.05,0,S,Mr,3.07200296389
591,0,3,male,35,0,0,STON/O .,7.125,0,S,Mr,1.17414596189
592,1,1,female,52,1,0,,78.2667,D,C,Mrs,-4.94657488017
593,0,3,male,47,0,0,A/,7.25,0,S,Mr,3.89812626892
594,0,3,female,,0,2,,7.75,0,Q,Miss,2.81813844196
595,0,2,male,37,1,0,SC/AH,26,0,S,Mr,2.27608492006
596,0,3,male,36,1,1,,24.15,0,S,Mr,2.3454012451
597,1,2,female,,0,0,,33,0,S,Miss,-1.34841362257
598,0,3,male,49,0,0,LINE,0,0,S,Mr,1.0708525454
599,0,3,male,,0,0,,7.225,0,C,Mr,2.68486645332
600,1,1,male,49,1,0,PC,56.9292,A,C,Mr,-2.18465375711
601,1,2,female,24,2,1,,27,0,S,Mrs,-1.04298685136
602,0,3,male,,0,0,,7.8958,0,S,Mr,3.58576404563
603,0,1,male,,0,0,,42.4,0,S,Mr,-0.0439519050734
604,0,3,male,44,0,0,,8.05,0,S,Mr,1.4207371355
605,1,1,male,35,0,0,,26.55,0,C,Mr,-0.749772348532
606,0,3,male,36,1,0,,15.55,0,S,Mr,4.67706698351
607,0,3,male,30,0,0,,7.8958,0,S,Mr,5.99287037984
608,1,1,male,27,0,0,,30.5,0,S,Mr,-0.864747401746
609,1,2,female,22,1,2,SC/Paris,41.5792,0,C,Mrs,-4.50028713819
610,1,1,female,40,0,0,PC,153.4625,C,S,Miss,-4.75281258494
611,0,3,female,39,1,5,,31.275,0,S,Mrs,4.08592812694
612,0,3,male,,0,0,SOTON/O.Q.,7.05,0,S,Mr,2.93171015
613,1,3,female,,1,0,,15.5,0,Q,Miss,-0.73088579977
614,0,3,male,,0,0,,7.75,0,Q,Mr,2.83899092114
615,0,3,male,35,0,0,,8.05,0,S,Mr,2.48431597344
616,1,2,female,24,1,2,,65,0,S,Miss,-4.09581000556
617,0,3,male,34,1,1,,14.4,0,S,Mr,2.86853998883
618,0,3,female,26,1,0,A/.,16.1,0,S,Mrs,1.13488881792
619,1,2,female,4,2,1,,39,F,S,Miss,-4.35088762889
620,0,2,male,26,0,0,,10.5,0,S,Mr,1.00510439975
621,0,3,male,27,1,0,,14.4542,0,C,Mr,4.36721774182
622,1,1,male,42,1,0,,52.5542,D,S,Mr,-2.977717977
623,1,3,male,20,1,1,,15.7417,0,C,Mr,-1.87389197469
624,0,3,male,21,0,0,,7.8542,0,S,Mr,3.88955418046
625,0,3,male,21,0,0,,16.1,0,S,Mr,4.6023431428
626,0,1,male,61,0,0,,32.3208,D,S,Mr,2.7306334469
627,0,2,male,57,0,0,,12.35,0,Q,Mr,5.57078851015
628,1,1,female,21,0,0,,77.9583,D,S,Miss,-1.65520649889
629,0,3,male,26,0,0,,7.8958,0,S,Mr,2.21324204713
630,0,3,male,,0,0,,7.7333,0,Q,Mr,3.50163662727
631,1,1,male,80,0,0,,30,A,S,Mr,-0.100830426813
632,0,3,male,51,0,0,,7.0542,0,S,Mr,1.69633809781
633,1,1,male,32,0,0,,30.5,B,C,Mr,-3.1769304479
634,0,1,male,,0,0,,0,0,S,Mr,4.08144050318
635,0,3,female,9,3,2,,27.9,0,S,Miss,3.29366461905
636,1,2,female,28,0,0,,13,0,S,Miss,-2.08291092859
637,0,3,male,32,0,0,STON/O .,7.925,0,S,Mr,-0.212851659054
638,0,2,male,31,1,1,C.A.,26.25,0,S,Mr,2.94668394076
639,0,3,female,41,0,5,,39.6875,0,S,Mrs,4.69747923033
640,0,3,male,,1,0,,16.1,0,S,Mr,1.5885123805
641,0,3,male,20,0,0,,7.8542,0,S,Mr,2.38327075544
642,1,1,female,24,0,0,PC,69.3,B,C,Miss,-4.78082474106
643,0,3,female,2,3,2,,27.9,0,S,Miss,6.40646590746
644,1,3,male,,0,0,,56.4958,0,S,Mr,-0.245883281513
645,1,3,female,0.75,2,1,,19.2583,0,C,Miss,-6.06397759861
646,1,1,male,48,1,0,PC,76.7292,D,C,Mr,-2.68614061714
647,0,3,male,19,0,0,,7.8958,0,S,Mr,3.83408533526
648,1,1,male,56,0,0,,35.5,A,C,Mr,0.57766170018
649,0,3,male,,0,0,S.O./P.P.,7.55,0,S,Mr,1.31417033348
650,1,3,female,23,0,0,CA.,7.55,0,S,Miss,-2.32896512772
651,0,3,male,,0,0,,7.8958,0,S,Mr,3.58576404563
652,1,2,female,18,0,1,,23,0,S,Miss,-4.52198415822
653,0,3,male,21,0,0,,8.4333,0,S,Mr,4.01078777441
654,1,3,female,,0,0,,7.8292,0,Q,Miss,-1.3188094414
655,0,3,female,18,0,0,,6.75,0,Q,Miss,0.669331980421
656,0,2,male,24,2,0,S.O.C.,73.5,0,S,Mr,4.29799345529
657,0,3,male,,0,0,,7.8958,0,S,Mr,3.58576404563
658,0,3,female,32,1,1,,15.5,0,Q,Mrs,0.918538500043
659,0,2,male,23,0,0,,13,0,S,Mr,2.19250754677
660,0,1,male,58,0,2,,113.275,D,C,Mr,6.27156633513
661,1,1,male,50,2,0,PC,133.65,0,S,Mr,-0.436715530902
662,0,3,male,40,0,0,,7.225,0,C,Mr,1.50605698961
663,0,1,male,47,0,0,,25.5875,E,S,Mr,1.68944204627
664,0,3,male,36,0,0,,7.4958,0,S,Mr,2.75990795984
665,1,3,male,20,1,0,STON/O .,7.925,0,S,Mr,0.715238098631
666,0,2,male,32,2,0,S.O.C.,73.5,0,S,Mr,4.69861839122
667,0,2,male,25,0,0,,13,0,S,Mr,3.3994253841
668,0,3,male,,0,0,,7.775,0,S,Mr,3.15715986352
669,0,3,male,43,0,0,A/,8.05,0,S,Mr,1.9388880741
670,1,1,female,,1,0,,52,C,S,Mrs,-6.64989752533
671,1,2,female,40,1,1,,39,0,S,Mrs,-2.82155865361
672,0,1,male,31,1,0,F.C.,52,B,S,Mr,4.21899608125
673,0,2,male,70,0,0,C.A.,10.5,0,S,Mr,0.785168889055
674,1,2,male,31,0,0,,13,0,S,Mr,2.40887085566
675,0,2,male,,0,0,,0,0,S,Mr,4.93001919653
676,0,3,male,18,0,0,,7.775,0,S,Mr,2.9360356032
677,0,3,male,24.5,0,0,,8.05,0,S,Mr,4.05739238471
678,1,3,female,18,0,0,,9.8417,0,S,Miss,-1.67629986384
679,0,3,female,43,1,6,CA,46.9,0,S,Mrs,4.94016769858
680,1,1,male,36,0,1,PC,512.3292,B,C,Mr,-462.278145877
681,0,3,female,,0,0,,8.1375,0,Q,Miss,-0.813355442051
682,1,1,male,27,0,0,PC,76.7292,D,C,Mr,-1.13144329395
683,0,3,male,20,0,0,,9.225,0,S,Mr,3.22488783689
684,0,3,male,14,5,2,CA,46.9,0,S,Mr,10.3963372855
685,0,2,male,60,1,1,,39,0,S,Mr,2.30767838017
686,0,2,male,25,1,2,SC/Paris,41.5792,0,C,Mr,4.75745063994
687,0,3,male,14,4,1,,39.6875,0,S,Mr,6.42771290964
688,0,3,male,19,0,0,,10.1708,0,S,Mr,2.96980604288
689,0,3,male,18,0,0,,7.7958,0,S,Mr,1.32169225505
690,1,1,female,15,0,1,,211.3375,B,S,Miss,-5.28523948524
691,1,1,male,31,1,0,,57,B,S,Mr,-2.22994422706
692,1,3,female,4,0,1,,13.4167,0,C,Miss,-1.71449324968
693,1,3,male,,0,0,,56.4958,0,S,Mr,-0.245883281513
694,0,3,male,25,0,0,,7.225,0,C,Mr,3.07401653713
695,0,1,male,60,0,0,,26.55,0,S,Mr,2.09096421041
696,0,2,male,52,0,0,,13.5,0,S,Mr,1.85496200031
697,0,3,male,44,0,0,,8.05,0,S,Mr,1.4207371355
698,1,3,female,,0,0,,7.7333,0,Q,Miss,-0.253014286769
699,0,1,male,49,1,1,,110.8833,C,C,Mr,2.92361745284
700,0,3,male,42,0,0,,7.65,F,S,Mr,5.01030230039
701,1,1,female,18,1,0,PC,227.525,C,C,Mrs,-6.70572812159
702,1,1,male,35,0,0,PC,26.2875,E,S,Mr,-1.89086037393
703,0,3,female,18,0,1,,14.4542,0,C,Miss,-0.534988794184
704,0,3,male,25,0,0,,7.7417,0,Q,Mr,3.75991381754
705,0,3,male,26,1,0,,7.8542,0,S,Mr,2.78984048639
706,0,2,male,39,0,0,,26,0,S,Mr,2.00577381768
707,1,2,female,45,0,0,,13.5,0,S,Mrs,-2.30610249538
708,1,1,male,42,0,0,PC,26.2875,E,S,Mr,-1.05803299615
709,1,1,female,22,0,0,,151.55,0,S,Miss,-3.37585463958
710,1,3,male,,1,1,,15.2458,0,C,Master,-0.507262960523
711,1,1,female,24,0,0,PC,49.5042,C,C,Miss,-4.48042176705
712,0,1,male,,0,0,,26.55,C,S,Mr,2.36228802309
713,1,1,male,48,1,0,,52,C,S,Mr,0.602166305176
714,0,3,male,29,0,0,,9.4833,0,S,Mr,2.01988456739
715,0,2,male,52,0,0,,13,0,S,Mr,3.2844629447
716,0,3,male,19,0,0,,7.65,F,S,Mr,3.71839495909
717,1,1,female,38,0,0,PC,227.525,C,C,Miss,-6.03878201139
718,1,2,female,27,0,0,,10.5,E,S,Miss,-6.49093570114
719,0,3,male,,0,0,,15.5,0,Q,Mr,3.28848700639
720,0,3,male,33,0,0,,7.775,0,S,Mr,1.5372727431
721,1,2,female,6,0,1,,33,0,S,Miss,-3.09756495846
722,0,3,male,17,1,0,,7.0542,0,S,Mr,4.71874773691
723,0,2,male,34,0,0,,13,0,S,Mr,2.36808830094
724,0,2,male,50,0,0,,13,0,S,Mr,3.75761048755
725,1,1,male,27,1,0,,53.1,E,S,Mr,-6.48498996065
726,0,3,male,20,0,0,,8.6625,0,S,Mr,3.56234723246
727,1,2,female,30,3,0,,21,0,S,Mrs,-2.15971630938
728,1,3,female,,0,0,,7.7375,0,Q,Miss,0.252676852751
729,0,2,male,25,1,0,,26,0,S,Mr,4.37753886084
730,0,3,female,25,1,0,STON/O.,7.925,0,S,Miss,0.81525518188
731,1,1,female,29,0,0,,211.3375,B,S,Miss,-4.10995861918
732,0,3,male,11,0,0,,18.7875,0,C,Mr,0.487515146289
733,0,2,male,,0,0,,0,0,S,Mr,4.93001919653
734,0,2,male,23,0,0,,13,0,S,Mr,2.19250754677
735,0,2,male,23,0,0,,13,0,S,Mr,2.19250754677
736,0,3,male,28.5,0,0,,16.1,0,S,Mr,5.74165687127
737,0,3,female,48,1,3,W./C.,34.375,0,S,Mrs,3.22794709209
738,1,1,male,35,0,0,PC,512.3292,B,C,Mr,-462.671268043
739,0,3,male,,0,0,,7.8958,0,S,Mr,3.58576404563
740,0,3,male,,0,0,,7.8958,0,S,Mr,3.58576404563
741,1,1,male,,0,0,,30,D,S,Mr,-1.528640207
742,0,1,male,36,1,0,,78.85,C,S,Mr,1.73844768862
743,1,1,female,21,2,2,PC,262.375,B,C,Miss,-10.7849115965
744,0,3,male,24,1,0,,16.1,0,S,Mr,2.03222711565
745,1,3,male,31,0,0,STON/O .,7.925,0,S,Mr,0.335306725882
746,0,1,male,70,1,1,WE/P,71,B,S,Mr,3.38718982696
747,0,3,male,16,1,1,C.A.,20.25,0,S,Mr,3.7522687996
748,1,2,female,30,0,0,,13,0,S,Miss,-1.06372197302
749,0,1,male,19,1,0,,53.1,D,S,Mr,2.30347533034
750,0,3,male,31,0,0,,7.75,0,Q,Mr,3.26490455588
751,1,2,female,4,1,1,,23,0,S,Miss,-4.92562089306
752,1,3,male,6,0,1,,12.475,E,S,Master,-4.41353717796
753,0,3,male,33,0,0,,9.5,0,S,Mr,2.17740518599
754,0,3,male,23,0,0,,7.8958,0,S,Mr,2.4149049815
755,1,2,female,48,1,2,,65,0,S,Mrs,-2.8721589119
756,1,2,male,0.67,1,1,,14.5,0,S,Master,-2.09443286403
757,0,3,male,28,0,0,,7.7958,0,S,Mr,2.35108225337
758,0,2,male,18,0,0,,11.5,0,S,Mr,3.57261942413
759,0,3,male,34,0,0,,8.05,0,S,Mr,3.54340329151
760,1,1,female,33,0,0,,86.5,B,S,Mrs,-4.89225478019
761,0,3,male,,0,0,,14.5,0,S,Mr,4.99713223156
762,0,3,male,41,0,0,SOTON/O,7.125,0,S,Mr,1.76926061282
763,1,3,male,20,0,0,,7.2292,0,C,Mr,-1.12720295993
764,1,1,female,36,1,2,,120,B,S,Mrs,-9.82397910458
765,0,3,male,16,0,0,,7.775,0,S,Mr,2.85492340152
766,1,1,female,51,1,0,,77.9583,D,S,Mrs,-4.18057712035
767,0,1,male,,0,0,,39.6,0,C,Mr,2.31888957666
768,0,3,female,30.5,0,0,,7.75,0,Q,Miss,3.21802198936
769,0,3,male,,1,0,,24.15,0,Q,Mr,1.367523695
770,0,3,male,32,0,0,,8.3625,0,S,Mr,1.16470983648
771,0,3,male,24,0,0,,9.5,0,S,Mr,1.81832743054
772,0,3,male,48,0,0,,7.8542,0,S,Mr,2.73520340606
773,0,2,female,57,0,0,S.O./P.P.,10.5,E,S,Mrs,-0.951151192992
774,0,3,male,,0,0,,7.225,0,C,Mr,2.68486645332
775,1,2,female,54,1,3,,23,0,S,Mrs,-6.53693422359
776,0,3,male,18,0,0,,7.75,0,S,Mr,3.2608678008
777,0,3,male,,0,0,,7.75,F,Q,Mr,4.86566643715
778,1,3,female,5,0,0,,12.475,0,S,Miss,-0.313539021863
779,0,3,male,,0,0,,7.7375,0,Q,Mr,3.15744165033
780,1,1,female,43,0,1,,211.3375,B,S,Mrs,-5.09202734961
781,1,3,female,13,0,0,,7.2292,0,C,Miss,-2.06139459989
782,1,1,female,17,1,0,,57,B,S,Mrs,-5.04895510408
783,0,1,male,29,0,0,,30,D,S,Mr,1.73085668316
784,0,3,male,,1,2,W./C.,23.45,0,S,Mr,4.30977457303
785,0,3,male,25,0,0,SOTON/O.Q.,7.05,0,S,Mr,3.42627382046
786,0,3,male,25,0,0,,7.25,0,S,Mr,4.2830523282
